Date,Location,Disease,Cases,Deaths,Rainfall (mm),Temperature (°C),Humidity (%),Population Density,Water Quality Index,Air Quality Index,Vaccination Rate (%),Hospital Beds per 1000,Previous Outbreak History,Outbreak Risk
2023-04-04,Parappanangadi,Cholera,313,17,59,30.046961683037843,67,Low,Very Poor,High,82.63652975833844,3.590004099793755,Yes,High
2015-08-22,Edappal,Cholera,168,10,88,30.218544474941076,73,High,Very Poor,Low,68.85771154857207,3.7979518468778224,No,Medium
2024-01-12,Parappanangadi,Nipah Virus,405,18,114,26.544637226672165,78,Low,Very Poor,Moderate,88.68399671364544,2.1543655243652156,No,High
2019-02-02,Thiruvali,Leptospirosis,284,7,166,25.654016691902573,88,Low,Poor,High,80.64321398741538,3.3401093349910917,No,High
2018-05-05,Tirur,Cholera,129,7,105,28.04180022093285,71,Medium,Poor,Low,67.07019431321359,2.3989305344508725,Yes,Low
2017-08-17,Kottakkal,Cholera,122,3,199,26.96038542076228,75,High,Moderate,High,83.42054945099144,2.3305234466452664,No,Low
2016-07-03,Edappal,Leptospirosis,260,17,147,24.32879073867351,73,Medium,Moderate,Low,52.16313786161079,1.7038250317507597,Yes,Medium
2023-06-11,Melattur,H1N1,348,12,104,28.640217810385636,66,Medium,Good,Moderate,41.44411995489835,2.6927109125042596,No,High
2025-06-26,Manjeri,COVID-19,308,2,121,23.887012409514217,81,Low,Very Poor,Moderate,83.49567047197914,1.8670298268549343,No,High
2019-06-06,Malappuram,Dengue,311,8,171,29.7799597076396,94,Low,Poor,High,59.23815905677586,1.8226164028092113,Yes,High
2020-09-18,Nilambur,Typhoid,29,0,173,25.49205164331882,87,Low,Moderate,Low,46.437380057574174,2.8885392884308896,No,Low
2015-12-26,Areekode,H1N1,148,10,130,29.026286904284508,67,High,Good,Low,62.384504259290935,3.1789227965781706,No,Low
2018-04-26,Vengara,Typhoid,193,16,55,22.547956647191878,72,Medium,Moderate,High,68.93615319474279,3.176906227649689,No,Medium
2018-01-27,Pandikkad,Cholera,390,13,83,32.88305287442321,71,High,Good,High,44.17164303322345,3.693122092524121,No,High
2021-07-09,Kalikavu,Dengue,71,4,84,22.19252070369233,67,Low,Good,High,66.45000214244358,2.2057323115953875,Yes,Low
2023-10-08,Melattur,Malaria,154,0,52,33.39523999691689,92,Medium,Very Poor,Low,77.48431758495684,1.968786033608259,No,High
2023-08-19,Pandikkad,Typhoid,296,6,108,28.551276235327304,64,Low,Moderate,Low,67.89485248701278,1.902318110896772,No,Medium
2023-03-08,Thiruvali,COVID-19,247,8,76,28.375036630480345,75,High,Very Poor,High,77.26971980294198,3.6590441935893017,Yes,Medium
2015-12-04,Melattur,Dengue,231,3,146,22.780741215466435,90,High,Poor,Low,53.83387444840399,2.766901071498616,No,High
2023-04-29,Parappanangadi,Malaria,163,1,135,23.255481507847918,71,Low,Very Poor,High,44.34665637006268,1.5034355984196859,No,Medium
2021-01-02,Malappuram,Malaria,275,7,116,27.319507840553474,86,Medium,Very Poor,Low,59.8934327662141,3.6282374559277093,No,High
2023-03-30,Kondotty,Cholera,457,17,128,31.726371850014843,61,High,Moderate,High,51.1635269627251,2.8847033962219237,No,High
2022-02-01,Perinthalmanna,Nipah Virus,148,3,197,23.391998825047185,85,Medium,Moderate,Moderate,45.774594480815274,3.110903972009056,No,Medium
2016-02-13,Thiruvali,COVID-19,398,5,188,21.609713901421806,92,Low,Good,Low,49.89278229407557,3.8449572376327374,No,High
2022-03-16,Chelembra,Cholera,385,18,198,32.94326819513478,83,High,Good,Moderate,56.40470533279421,3.7710880466435572,No,High
2020-10-16,Thiruvali,COVID-19,81,7,75,24.137737680574777,68,Medium,Very Poor,Low,45.19021634558175,3.195930378064738,No,Low
2016-07-29,Chelembra,Typhoid,191,15,99,34.13921677687085,77,Low,Poor,Low,64.63416840494219,3.4935193851509867,Yes,Medium
2018-01-29,Kalikavu,Malaria,208,11,58,32.28367155716884,72,Low,Very Poor,Low,49.89486433966509,3.182726684400492,No,Medium
2021-01-16,Parappanangadi,Malaria,68,11,125,23.743175938595705,63,Medium,Good,Moderate,49.416189505742615,2.2290884844668066,Yes,Medium
2023-11-19,Edappal,Typhoid,163,3,160,30.029724491895507,74,Low,Poor,High,46.51614576897737,1.8031193234858252,No,Medium
2025-05-01,Vengara,Typhoid,97,15,117,33.66254417536816,89,High,Very Poor,Moderate,69.0679288264263,3.016069721791002,Yes,High
2023-06-19,Tirurangadi,Typhoid,496,1,101,24.658798133079483,65,Medium,Good,Low,86.15155318129545,3.444067311439013,No,High
2022-03-23,Tanur,Malaria,166,6,176,32.74434940894446,90,Low,Poor,Moderate,87.65571836903013,3.8765281269771634,No,High
2015-04-14,Melattur,Malaria,125,15,188,21.08473462759906,86,Low,Good,Low,42.18717423360223,3.7893754453578015,Yes,Low
2024-09-23,Nilambur,Dengue,181,1,98,25.15692200228874,91,Medium,Good,High,45.646561557957554,1.9787312102712937,No,Medium
2019-12-22,Edappal,H1N1,249,19,192,22.966415322296772,68,High,Moderate,Moderate,71.35122700714919,1.8294054841071994,No,Medium
2025-10-17,Thiruvali,Malaria,199,9,180,25.391023018342437,66,Medium,Good,High,70.66513529965466,3.9911406545250254,No,Medium
2018-12-24,Ponnani,Dengue,385,14,156,23.887406783535642,71,Medium,Poor,Low,41.17081778586375,1.6111129705362235,No,High
2016-07-15,Melattur,Leptospirosis,477,19,84,24.207773466265902,61,High,Poor,Moderate,62.779833164024595,3.198995625770127,No,High
2020-03-10,Kottakkal,Nipah Virus,348,13,193,20.669109319054737,75,Low,Very Poor,High,88.10851930047161,3.1076129050013632,Yes,High
2022-03-18,Perinthalmanna,Typhoid,487,1,124,27.869230997124944,86,Medium,Very Poor,High,52.5435850425656,3.878019770399348,No,High
2017-08-31,Tirur,Cholera,255,9,174,24.58962824027237,77,Low,Good,High,49.59781058534156,2.0304276989795738,Yes,Medium
2016-12-16,Vengara,Malaria,187,4,169,33.32382053124014,73,Medium,Good,Moderate,46.42365997190028,2.0634758200741024,No,Medium
2020-11-08,Kondotty,Malaria,409,0,82,29.20872368875368,69,High,Poor,Low,68.2838876668165,3.914059058785397,No,High
2018-07-30,Tirur,Leptospirosis,399,10,77,20.369363094750796,84,Low,Poor,High,68.0261407129609,2.281942967146711,No,High
2021-02-03,Kottakkal,Dengue,354,12,118,25.39342598867133,91,Medium,Moderate,High,63.28705245801001,2.467378916710306,No,High
2019-09-23,Valanchery,Leptospirosis,356,9,124,28.354087947041478,82,Low,Moderate,High,49.98606341404833,1.6551573405843119,Yes,High
2018-09-02,Melattur,Malaria,453,14,180,25.808534062179945,70,Low,Moderate,High,65.6835461860488,3.3211076075231234,No,High
2022-12-30,Areekode,COVID-19,169,5,124,22.240899988963182,78,Low,Good,Low,55.4962166576022,3.569105297869245,Yes,Medium
2022-11-12,Nilambur,Leptospirosis,372,18,95,27.835301511298503,68,Low,Moderate,Low,86.71762199365057,3.5074511527606473,Yes,High
2020-05-01,Thiruvali,COVID-19,371,1,175,23.83355384752417,92,Medium,Good,Low,88.7369512580283,2.9337824039998823,Yes,High
2015-03-12,Tirurangadi,Cholera,231,15,198,22.153557383487783,78,Medium,Good,High,48.61174668729913,2.7310821722853813,No,Medium
2020-08-21,Manjeri,COVID-19,394,4,171,24.26407097134328,67,High,Good,High,62.16165189459855,2.8302764143997763,Yes,High
2017-12-16,Manjeri,Typhoid,14,1,153,25.655401174055314,82,High,Very Poor,Moderate,52.78293575743977,2.5045570716487338,No,High
2022-08-31,Malappuram,Leptospirosis,269,10,77,34.80391366317772,74,Medium,Moderate,Moderate,53.32262456136107,2.5643784450014464,No,Medium
2015-02-20,Melattur,Dengue,326,2,188,25.79386133283227,92,High,Poor,High,65.56531517332789,3.3798551059476756,Yes,High
2021-02-24,Tirur,Cholera,477,13,68,28.749821725958604,83,Low,Poor,High,82.76822077296723,2.111409951860781,Yes,High
2019-01-10,Manjeri,Nipah Virus,333,19,169,30.43944024322762,65,Medium,Very Poor,High,56.00413079232816,3.3953439836780306,No,High
2017-09-14,Kottakkal,Nipah Virus,228,3,96,22.578640628822715,71,Low,Poor,High,64.57697308821457,3.362344385096543,Yes,Medium
2017-01-08,Chelembra,Dengue,280,11,102,33.67510573696311,65,Low,Very Poor,Moderate,49.92234499009461,2.4491330822560684,Yes,Medium
2017-05-16,Tanur,COVID-19,492,19,105,30.049178664010796,69,Low,Moderate,Low,89.76103197191946,3.89088682582493,Yes,High
2015-09-06,Nilambur,Malaria,243,6,149,28.06656993946013,67,High,Poor,Moderate,66.72419130345256,3.3931829904643247,No,Medium
2021-03-04,Kottakkal,COVID-19,486,2,122,27.512189595604287,83,Low,Poor,High,48.42068797046275,2.3324961282916363,No,High
2019-02-12,Pandikkad,Typhoid,17,7,131,22.83883079158747,74,High,Poor,High,78.45373584558345,1.9843953815903363,No,Low
2024-11-26,Pandikkad,Leptospirosis,111,10,90,28.391916363695856,62,Low,Poor,Moderate,78.52061204895386,2.4869465819352983,No,Medium
2019-12-20,Chelembra,Leptospirosis,124,6,50,34.92378453463362,92,High,Moderate,Low,79.92353021297767,2.0709547545740827,Yes,Low
2024-01-23,Parappanangadi,Cholera,282,6,116,21.70207225514448,63,Low,Good,High,75.56698734146434,3.399190340869783,Yes,Medium
2023-04-13,Chelembra,Typhoid,166,7,157,28.79790768901412,71,Low,Poor,High,47.480220895469486,3.1545951235181136,No,Medium
2020-06-06,Areekode,Leptospirosis,432,0,125,28.644502198386213,81,Medium,Good,Moderate,49.60016069486921,3.4819729162443203,Yes,High
2019-09-28,Nilambur,Leptospirosis,399,5,170,22.040119466636643,61,Medium,Moderate,High,83.85615692005136,2.106740096340486,Yes,High
2022-12-09,Vengara,H1N1,164,7,84,26.441429279904373,89,Medium,Very Poor,Moderate,60.361732486722765,3.053368205356153,No,High
2018-03-22,Kondotty,H1N1,93,2,155,34.05995327317956,87,High,Moderate,High,42.091768612314596,3.4966464281293037,Yes,Low
2016-08-04,Melattur,H1N1,294,9,197,26.611472487988564,63,Low,Good,Moderate,46.68999571469609,2.31092355326869,No,Medium
2021-02-07,Manjeri,Leptospirosis,437,19,95,29.883123492557566,81,Medium,Moderate,Moderate,84.43341532107478,1.7079720998818586,Yes,High
2024-02-12,Perinthalmanna,Cholera,408,17,81,25.099601189660994,80,High,Very Poor,Low,69.74795258512286,1.782601443570697,Yes,High
2018-04-20,Tanur,Malaria,466,14,180,31.00462450551243,88,Medium,Moderate,High,50.226851776059924,3.5393879183156076,Yes,High
2018-01-11,Thiruvali,COVID-19,169,1,95,31.14163956459651,88,Low,Good,Low,68.38669629073948,2.6023737887900324,No,Medium
2024-07-03,Vengara,H1N1,366,16,199,21.39245812699351,84,High,Moderate,High,56.31924435060653,2.676419639328123,No,High
2025-03-08,Tirur,Leptospirosis,444,3,149,23.16326574706128,69,High,Moderate,Moderate,50.403274219305345,1.9278571695783382,No,High
2018-06-22,Kalikavu,Nipah Virus,204,11,196,32.73667420087058,75,Medium,Moderate,Moderate,62.67545182929162,3.8966161571956484,Yes,Medium
2019-03-17,Ponnani,Leptospirosis,250,18,186,21.770267733118235,94,Medium,Moderate,Moderate,50.45960054838161,2.200062672853008,No,Medium
2018-07-31,Ponnani,COVID-19,195,16,95,33.48987726254933,73,High,Poor,Moderate,69.25707655750676,3.08425312026631,Yes,Medium
2023-10-23,Pandikkad,Typhoid,164,18,195,27.444545587837133,91,High,Good,High,81.99619975172938,3.41187218229606,No,Medium
2024-03-21,Tirurangadi,Cholera,390,13,74,34.42914031542822,80,Medium,Very Poor,High,51.84623730861315,2.724590836425083,No,High
2016-03-22,Melattur,Typhoid,425,14,113,31.393910322378673,84,Medium,Very Poor,Low,56.80018985129006,3.217664661565249,Yes,High
2024-09-04,Areekode,Cholera,163,5,93,24.338199549725193,60,Medium,Moderate,Moderate,75.81343445855691,3.844895347080688,Yes,Medium
2023-09-23,Tirurangadi,Leptospirosis,435,1,133,24.723340296078565,61,High,Good,High,47.429631191548296,2.753068896016968,No,High
2025-03-12,Areekode,COVID-19,366,2,81,27.50821456030935,72,High,Very Poor,High,68.34802684565294,2.156077765710682,Yes,High
2017-07-16,Edappal,Cholera,451,9,144,32.29754065066951,62,Low,Moderate,Moderate,50.76333936030981,3.087770870060825,Yes,High
2022-04-28,Pandikkad,Nipah Virus,13,18,171,31.05755482865697,71,High,Moderate,Moderate,76.80867399080458,2.7127913106040835,No,Medium
2020-07-24,Nilambur,Nipah Virus,212,7,108,27.673020316096927,91,High,Moderate,Low,64.60047840521156,2.258376795009444,No,Medium
2020-01-19,Valanchery,H1N1,499,9,190,26.696126716871465,77,Low,Very Poor,High,43.64640473039371,1.5718618369488,Yes,High
2017-12-31,Valanchery,Typhoid,11,12,96,23.912372264747077,81,Medium,Good,Moderate,77.92212998048046,2.3050184477909106,No,Medium
2019-09-16,Pandikkad,Cholera,19,1,144,28.34419838160537,67,High,Moderate,Low,87.34485843776412,2.2385180390649255,Yes,Low
2022-11-10,Kalikavu,COVID-19,171,10,70,28.602526769572812,76,Medium,Poor,Moderate,74.98815361577641,3.6997212632321372,Yes,Medium
2021-06-20,Tanur,Cholera,324,9,177,28.167862234757322,85,Medium,Moderate,High,58.77067800391454,2.960247939108253,No,High
2024-06-22,Malappuram,Dengue,312,11,175,24.650781667357567,89,Medium,Good,Moderate,86.42957389821657,2.9647255386516083,No,High
2024-02-09,Melattur,Malaria,213,19,179,25.564846614659945,71,Medium,Moderate,Moderate,46.71578962527348,2.5064637303922948,No,Medium
2017-04-02,Areekode,Malaria,344,0,177,30.75595023369813,74,Medium,Good,Moderate,48.07895200544435,2.319064136059923,No,High
2015-08-10,Chelembra,H1N1,192,8,188,32.07934926735412,74,Low,Poor,High,64.34952432340819,2.8382225931197174,No,Medium
2019-02-17,Melattur,Typhoid,377,15,82,29.5692214436226,79,Low,Good,Low,72.84710813800976,3.9076510328724083,Yes,High
2020-06-11,Tirurangadi,Malaria,202,3,174,32.589787127110064,76,High,Good,High,63.17666508133006,2.128437203231041,No,Medium
2020-11-21,Melattur,Cholera,431,10,130,33.938249139442966,77,Low,Poor,Low,61.856740397530096,3.137886639478511,Yes,High
2019-11-26,Kondotty,Nipah Virus,392,16,67,30.14565298020772,88,Medium,Moderate,Low,66.5553765418294,3.3776083933785683,No,High
2022-01-06,Kottakkal,H1N1,9,4,120,27.660754757274233,85,Medium,Good,Low,47.862272103301336,1.5429128378054198,Yes,Low
2024-12-07,Perinthalmanna,Malaria,78,0,135,20.778977779921416,76,Low,Poor,High,66.98781284575927,1.742321426296884,No,Low
2018-10-30,Tanur,COVID-19,10,1,108,23.579497395376624,78,Low,Very Poor,High,79.89206965275328,2.479669632979949,Yes,Low
2021-10-05,Kalikavu,Cholera,199,15,153,26.135842861014893,77,Medium,Moderate,Low,78.50212571746737,2.6023243945067858,Yes,Medium
2025-11-03,Malappuram,Cholera,279,7,59,26.888039483529333,83,Medium,Good,High,89.14305701186547,3.822747960445416,Yes,Medium
2020-12-07,Areekode,Leptospirosis,466,8,192,28.1991968692953,69,Medium,Poor,High,45.92804054647938,2.7385895015782715,No,High
2021-12-27,Vengara,Malaria,443,11,137,34.095786586866296,84,Low,Moderate,High,58.713373872914175,3.12247794306286,No,High
2023-08-11,Kottakkal,Nipah Virus,398,3,55,22.05817476741921,81,Low,Good,Moderate,70.85619297260939,3.621866538494699,Yes,High
2017-03-30,Areekode,H1N1,168,4,105,31.001468833348497,78,Low,Very Poor,Moderate,67.50150963269756,2.4198667195136214,No,Medium
2022-05-16,Parappanangadi,Typhoid,376,13,62,31.178626561333154,70,High,Very Poor,High,82.98213672392629,2.631172417696674,No,High
2019-08-14,Tirur,H1N1,158,18,132,23.685449165173637,67,Medium,Moderate,Moderate,65.68250863206723,2.5134034184486467,Yes,Medium
2016-10-08,Parappanangadi,H1N1,23,0,95,23.879292773713637,75,Medium,Very Poor,High,67.76446673102478,2.2409114083347177,No,Low
2020-03-17,Melattur,H1N1,156,19,64,28.130391487131778,62,Medium,Very Poor,Moderate,81.67583407757813,3.4306545035972227,Yes,Medium
2017-05-09,Valanchery,Dengue,31,4,50,28.671441172846762,86,High,Poor,Moderate,53.19329357406199,3.2050365790581257,Yes,High
2025-12-15,Thiruvali,COVID-19,126,7,65,33.269800931149824,92,Low,Very Poor,Moderate,77.48898181231111,1.5499626991618887,No,High
2019-12-12,Areekode,Leptospirosis,315,11,69,20.12016568273291,83,Medium,Moderate,Moderate,77.65916111314368,3.836056602581967,No,High
2016-01-07,Kottakkal,Dengue,261,10,81,32.693471369187364,72,Medium,Poor,Moderate,82.03250463212382,2.6615041235124366,Yes,Medium
2018-03-26,Pandikkad,Typhoid,358,12,133,30.088259873418274,70,Low,Moderate,Low,75.71296649920156,3.3868780690818046,No,High
2022-10-26,Kalikavu,Dengue,201,19,160,27.460152622172338,94,Low,Poor,Low,58.95742121353476,2.1548360168967937,No,High
2021-11-05,Tirur,Cholera,443,19,73,31.753672416458087,76,Low,Very Poor,Moderate,49.893365026410585,3.052787064087159,No,High
2024-11-13,Melattur,Malaria,456,4,168,29.41926696976894,90,High,Good,High,50.688834045696126,2.4939864179649502,No,High
2022-10-29,Kondotty,Malaria,271,3,81,34.542512784340424,89,High,Very Poor,Moderate,60.009035725298396,2.816474391276804,No,High
2019-04-24,Nilambur,Typhoid,208,17,112,27.02226364016886,73,High,Moderate,Low,59.70849917259936,2.0061810626839143,Yes,Medium
2018-01-28,Nilambur,Cholera,62,13,110,34.473235612693635,79,Low,Poor,High,55.29305855141814,3.0022149776637947,No,Low
2020-10-28,Kottakkal,Malaria,229,17,84,29.02773878015339,82,Medium,Poor,Low,59.84083629173878,3.9417216024506234,Yes,High
2020-02-02,Parappanangadi,Malaria,340,11,95,34.64815314735134,64,High,Moderate,Low,66.23612657966532,3.200477685762675,Yes,High
2015-10-31,Kondotty,Typhoid,414,0,187,32.19551263849853,80,High,Good,Moderate,40.72834598285799,3.133253250699598,Yes,High
2016-04-15,Kottakkal,COVID-19,356,18,66,20.08728986707293,77,Low,Very Poor,Low,63.22091180636181,2.695069821277734,Yes,High
2015-08-29,Kalikavu,Dengue,197,17,184,23.009853412202624,72,Low,Very Poor,Low,71.30604379643412,1.5070470307123074,No,Medium
2018-01-08,Areekode,Malaria,490,9,75,31.01941244579949,80,Low,Moderate,Moderate,42.50495386082658,2.9152230300341815,No,High
2017-05-26,Perinthalmanna,Leptospirosis,239,2,137,20.278754006423192,82,High,Very Poor,High,63.10710518380695,3.730527878795811,No,High
2018-07-27,Tanur,Nipah Virus,84,9,103,34.50611117963795,91,High,Good,Low,75.05341726409452,3.6712911166524975,Yes,Low
2015-03-06,Kalikavu,Leptospirosis,488,11,192,33.422582844415494,89,Medium,Moderate,High,68.69086043286387,2.1833482336236623,No,High
2019-02-07,Kondotty,Typhoid,137,13,165,29.377698821678017,71,Medium,Good,Moderate,83.81753735332649,1.94932624309032,No,Medium
2018-09-03,Nilambur,Dengue,467,7,194,20.237891491977766,69,High,Poor,Low,71.30174868612241,3.643242932407979,Yes,High
2024-12-23,Vengara,Nipah Virus,385,16,109,30.486808018101087,82,Low,Moderate,High,44.59811752574528,3.617231718428063,Yes,High
2015-12-02,Kottakkal,H1N1,335,5,138,22.05859745197254,75,Medium,Good,Low,51.86739345424342,3.6362559535870385,No,High
2023-05-20,Valanchery,COVID-19,253,5,157,26.88232156375961,70,Low,Poor,Moderate,51.24829272825553,2.946066065400876,No,Medium
2018-10-23,Pandikkad,H1N1,109,6,104,29.969355617962282,64,Medium,Very Poor,High,55.609789396591886,2.9763099204506647,No,Low
2015-12-05,Ponnani,Cholera,18,1,106,33.264047328751474,74,Low,Moderate,High,60.679850360464414,2.5764263843384745,Yes,Low
2017-01-03,Ponnani,Nipah Virus,160,0,147,20.944560965800846,60,High,Poor,Low,74.78048706609886,3.5898394790489836,No,Medium
2021-09-20,Chelembra,Nipah Virus,97,11,114,27.33978612849473,94,Medium,Very Poor,High,53.83688242311878,3.8316090235446936,Yes,High
2016-03-28,Thiruvali,Nipah Virus,289,11,68,32.02948597332414,83,High,Moderate,Moderate,57.357436469635104,2.9690720023942827,No,Medium
2016-11-18,Kottakkal,Nipah Virus,429,4,155,22.747321931652206,78,Low,Good,Moderate,75.10678869725137,3.95272892754706,Yes,High
2018-06-13,Kondotty,Cholera,33,11,132,27.762411355755372,73,Low,Poor,High,64.30425486876251,1.8745145306127464,No,Low
2015-10-26,Edappal,Nipah Virus,73,13,143,21.306389682938516,90,Medium,Poor,Low,57.37363925345544,3.8402095642985357,No,High
2022-01-21,Malappuram,Leptospirosis,464,2,149,25.085164085893112,81,Medium,Good,Low,89.65745768056169,2.7239335581525435,Yes,High
2018-09-25,Melattur,Typhoid,451,10,93,30.718350375589047,86,Low,Very Poor,Moderate,67.80758743573091,3.0810023831566307,Yes,High
2021-11-22,Areekode,Leptospirosis,331,16,155,34.56713334356659,82,High,Good,Low,89.80538626410072,3.9100516938319965,No,High
2015-05-30,Chelembra,Malaria,378,8,75,23.118181079167265,61,High,Very Poor,Low,77.07301349560747,3.771128992881118,No,High
2017-02-05,Edappal,Dengue,296,14,198,23.040941909308614,82,High,Very Poor,Low,59.51320025375837,2.065533613322711,Yes,High
2017-03-04,Areekode,Dengue,476,16,193,33.58956512644579,80,Low,Very Poor,Low,44.19669500002527,2.5577715094280467,No,High
2023-10-05,Manjeri,H1N1,52,0,187,21.4235168587437,72,Low,Very Poor,High,64.0999059120366,1.5202738028513112,Yes,Low
2016-10-27,Melattur,Cholera,200,3,66,24.152017165066745,72,Low,Very Poor,Low,81.96873634920577,3.658441151604899,Yes,Medium
2016-02-29,Nilambur,COVID-19,457,4,103,24.06231389995065,83,High,Moderate,High,42.31913576283263,1.744396263816373,No,High
2015-07-09,Kottakkal,Typhoid,48,14,144,32.732588882066146,94,Low,Moderate,Low,64.75103718546933,1.5264218099932034,Yes,Low
2020-01-12,Ponnani,Cholera,99,5,110,22.176715874255652,84,Low,Very Poor,High,57.37443135464093,2.4056747017680955,Yes,High
2019-02-01,Melattur,Malaria,162,9,127,33.16413684718556,85,High,Poor,Moderate,44.51359965644392,3.549556123426608,Yes,High
2015-02-08,Kalikavu,Malaria,294,0,181,26.82322426154485,71,High,Moderate,Low,79.0452452078597,1.717067236454853,Yes,Medium
2022-12-28,Tanur,Cholera,463,13,87,21.849933822983353,88,High,Moderate,Low,56.57302895706905,2.848323222567685,No,High
2021-10-07,Kalikavu,Nipah Virus,37,1,124,25.073078313891592,73,High,Moderate,High,66.87284505753442,3.358786892058418,No,Low
2018-04-01,Tanur,Malaria,126,4,169,32.140744222457386,78,High,Moderate,High,81.33098114659819,1.7597309513804613,No,Low
2021-08-31,Tanur,COVID-19,226,5,161,29.703842691420675,68,High,Moderate,Moderate,73.38400419520028,3.004636907137426,No,Medium
2021-01-17,Manjeri,Cholera,201,7,162,31.75165708898088,71,High,Poor,Low,66.11291851979423,3.5072307705322516,Yes,Medium
2024-02-28,Ponnani,Dengue,164,8,55,25.813497471789997,68,Low,Poor,Moderate,45.3606299277565,2.112620039740608,No,Medium
2024-01-22,Tirur,Leptospirosis,120,1,179,26.085545595438727,75,Low,Very Poor,Moderate,74.75422865482422,2.330403858996359,Yes,Medium
2017-10-18,Vengara,Nipah Virus,189,1,55,25.694162771822263,70,Low,Moderate,Moderate,52.42775959529263,3.2479078863178525,Yes,Medium
2016-12-01,Valanchery,COVID-19,399,17,162,20.58068572709253,64,Medium,Poor,Moderate,66.58621608696937,1.9306724388393333,No,High
2021-06-15,Pandikkad,Leptospirosis,477,17,100,24.7974719425548,72,Low,Poor,High,89.58137703917455,1.5313779902602815,No,High
2024-06-11,Edappal,Typhoid,473,13,186,34.53387374686508,66,High,Moderate,Moderate,66.01848086440124,3.6959185409602364,No,High
2024-01-06,Areekode,Cholera,93,8,57,32.38848806162656,67,Low,Very Poor,Moderate,44.384891328823464,2.4653781719475796,Yes,Medium
2023-10-24,Ponnani,Nipah Virus,201,7,88,23.27726466956159,81,Medium,Poor,High,58.49461268412422,2.415327219372022,Yes,High
2018-11-18,Kondotty,Malaria,107,17,172,26.081000645142936,72,Low,Very Poor,Low,76.87330124795824,2.8622748686980515,Yes,Low
2025-05-20,Parappanangadi,Dengue,278,19,102,27.26524560489161,89,High,Very Poor,Moderate,62.12317191838475,2.430874455561515,No,High
2025-06-29,Parappanangadi,Leptospirosis,2,3,66,24.88974777919747,73,Medium,Moderate,High,48.12894912942846,2.856955802590085,No,Low
2023-10-17,Tanur,Leptospirosis,289,8,137,25.726569048274243,70,High,Moderate,Low,66.82552704777666,2.117738818013767,No,Medium
2017-04-28,Thiruvali,Malaria,83,1,107,29.20246571676924,73,Medium,Very Poor,Moderate,63.8921575905584,2.4777152553240303,Yes,Medium
2018-04-18,Perinthalmanna,Nipah Virus,155,7,150,32.02787033737992,75,Low,Moderate,High,53.792131906991976,2.2428086245396073,No,Medium
2019-12-13,Valanchery,Typhoid,117,17,111,33.66435670039909,92,High,Poor,Low,87.28576843602983,3.1656630248188407,Yes,High
2023-06-27,Valanchery,Cholera,351,6,160,27.80820349829524,77,Medium,Very Poor,Low,67.76839482823044,3.418678885568099,No,High
2015-12-16,Kondotty,H1N1,235,12,158,30.725079661395256,60,Low,Good,Low,45.852382677307965,1.5166232738415337,Yes,Medium
2024-11-30,Edappal,Dengue,287,16,122,29.783492833836362,85,Low,Very Poor,Low,74.8591776481188,2.644029523068419,Yes,High
2017-06-01,Thiruvali,Nipah Virus,152,9,57,29.80530353983034,79,High,Very Poor,High,52.6456384482306,3.278924038212245,Yes,Medium
2017-04-05,Pandikkad,COVID-19,128,16,169,20.01883129275742,92,High,Very Poor,High,79.11134343937593,2.754883366072255,No,High
2020-08-21,Tirurangadi,COVID-19,370,2,57,34.14165000051251,91,Low,Poor,Moderate,40.15231863288358,3.111822919420764,Yes,High
2015-06-05,Kottakkal,COVID-19,39,6,175,24.790172924519155,74,Low,Moderate,Moderate,82.06964054541591,2.418719260593085,Yes,Medium
2020-01-29,Vengara,Typhoid,99,10,64,22.502652250570293,78,Low,Good,High,88.98597374866102,2.0485585466740264,No,Low
2021-08-28,Perinthalmanna,H1N1,256,18,61,25.076287134094237,77,High,Good,Low,88.1545634173336,2.7476712168782274,No,Medium
2016-03-15,Valanchery,Nipah Virus,401,13,177,29.082785136136245,76,High,Moderate,Moderate,62.37842744569842,3.993293208240603,No,High
2022-10-21,Edappal,Cholera,377,18,156,25.38793429645921,73,Low,Very Poor,Moderate,86.3199126381889,3.1734036115497286,No,High
2015-11-03,Tirur,Cholera,473,18,119,21.35962266715204,64,Medium,Good,Moderate,54.08146732306502,2.3772227269214334,Yes,High
2025-06-19,Tanur,Cholera,349,16,70,24.582829809413944,86,Low,Good,Moderate,83.48912794275918,3.0911493461534443,Yes,High
2018-01-10,Thiruvali,Typhoid,364,19,182,32.00972265017305,83,Medium,Moderate,Low,74.81196957381067,1.936078332123539,Yes,High
2024-10-21,Chelembra,Nipah Virus,103,16,117,31.797105343068203,68,Low,Moderate,High,89.5335605313127,1.8949245354960809,No,Low
2022-07-07,Kalikavu,H1N1,229,16,94,21.31331331795059,77,High,Very Poor,Low,49.765833720625125,2.935408831004806,No,Medium
2017-02-25,Melattur,Leptospirosis,156,11,87,25.102611579908885,63,Medium,Very Poor,Low,75.47883001721047,1.573931918523607,Yes,Medium
2019-12-16,Malappuram,Dengue,452,1,128,24.50137560845591,67,Low,Poor,Low,77.41558527110897,2.4860522598950605,Yes,High
2020-08-25,Edappal,Cholera,9,14,188,22.47274960261167,77,Medium,Poor,High,69.0178481967836,3.3698637097187887,No,Low
2020-12-30,Thiruvali,Dengue,424,12,74,33.74575431318264,78,High,Good,Moderate,55.75211262024782,2.314195278643793,No,High
